country,country_code,year,illiteracy_rate,literacy_rate
afghanistan,AFG,2011,69.0,31.0
afghanistan,AFG,2015,66.246155,33.75384
afghanistan,AFG,2021,63.0,37.0
albania,ALB,2001,1.0,99.0
albania,ALB,2008,4.0,96.0
albania,ALB,2011,3.0,97.0
albania,ALB,2012,3.0,97.0
albania,ALB,2017,1.1837692,98.81623
algeria,DZA,2002,30.0,70.0
algeria,DZA,2006,27.0,73.0
algeria,DZA,2008,25.0,75.0
angola,AGO,2001,33.0,67.0
angola,AGO,2014,34.0,66.0
angola,AGO,2015,33.764137,66.23586
antigua and barbuda,ATG,2001,1.0,99.0
argentina,ARG,1991,4.0,96.0
argentina,ARG,2001,3.0,97.0
armenia,ARM,2001,1.0,99.0
armenia,ARM,2011,0.0,100.0
armenia,ARM,2016,0.0,100.0
armenia,ARM,2017,0.0,100.0
armenia,ARM,2020,0.0,100.0
armenia,ARM,2022,0.17500305,99.825
aruba,ABW,2000,3.0,97.0
aruba,ABW,2010,3.0,97.0
azerbaijan,AZE,1999,1.0,99.0
azerbaijan,AZE,2007,0.0,100.0
azerbaijan,AZE,2009,0.0,100.0
azerbaijan,AZE,2010,0.0,100.0
azerbaijan,AZE,2011,0.0,100.0
azerbaijan,AZE,2012,0.0,100.0
azerbaijan,AZE,2013,0.0,100.0
azerbaijan,AZE,2014,0.0,100.0
azerbaijan,AZE,2015,0.0,100.0
azerbaijan,AZE,2016,0.0,100.0
azerbaijan,AZE,2017,0.0,100.0
azerbaijan,AZE,2019,0.0,100.0
azerbaijan,AZE,2023,0.0,100.0
bahrain,BHR,1991,16.0,84.0
bahrain,BHR,2001,13.0,87.0
bahrain,BHR,2022,2.0,98.0
bahrain,BHR,2023,2.0,98.0
bangladesh,BGD,1991,65.0,35.0
bangladesh,BGD,2001,53.0,47.0
bangladesh,BGD,2011,41.0,59.0
bangladesh,BGD,2012,42.0,58.0
bangladesh,BGD,2013,39.0,61.0
bangladesh,BGD,2014,39.0,61.0
bangladesh,BGD,2015,35.0,65.0
bangladesh,BGD,2016,27.0,73.0
bangladesh,BGD,2017,27.0,73.0
bangladesh,BGD,2018,26.0,74.0
bangladesh,BGD,2019,25.0,75.0
bangladesh,BGD,2020,25.0,75.0
bangladesh,BGD,2021,24.0,76.0
bangladesh,BGD,2022,21.0,79.0
belarus,BLR,1999,0.0,100.0
belarus,BLR,2009,0.0,100.0
belarus,BLR,2019,0.0,100.0
belize,BLZ,1991,30.0,70.0
belize,BLZ,2015,9.0839615,90.91604
benin,BEN,1992,73.0,27.0
benin,BEN,2002,65.0,35.0
benin,BEN,2017,61.12879,38.87121
benin,BEN,2019,51.00172,48.99828
benin,BEN,2021,56.16583,43.83417
benin,BEN,2022,48.62123,51.37877
bhutan,BTN,2005,47.0,53.0
bhutan,BTN,2012,45.0,55.0
bhutan,BTN,2017,33.0,67.0
bolivia,BOL,1992,20.0,80.0
bolivia,BOL,2001,13.0,87.0
bolivia,BOL,2007,9.0,91.0
bolivia,BOL,2008,9.0,91.0
bolivia,BOL,2009,9.0,91.0
bolivia,BOL,2011,8.0,92.0
bolivia,BOL,2012,6.0,94.0
bolivia,BOL,2015,8.0,92.0
bolivia,BOL,2020,6.0,94.0
bosnia and herzegovina,BIH,1991,11.0,89.0
bosnia and herzegovina,BIH,2000,3.0,97.0
bosnia and herzegovina,BIH,2013,3.0,97.0
botswana,BWA,1991,31.0,69.0
botswana,BWA,2003,19.0,81.0
brazil,BRA,2000,14.0,86.0
brazil,BRA,2004,11.0,89.0
brazil,BRA,2006,10.0,90.0
brazil,BRA,2007,10.0,90.0
brazil,BRA,2008,10.0,90.0
brazil,BRA,2009,10.0,90.0
brazil,BRA,2010,10.0,90.0
brazil,BRA,2011,9.0,91.0
brazil,BRA,2012,9.0,91.0
brazil,BRA,2013,9.0,91.0
brazil,BRA,2014,8.0,92.0
brazil,BRA,2015,8.0,92.0
brazil,BRA,2016,7.0,93.0
brazil,BRA,2017,7.0,93.0
brazil,BRA,2018,7.0,93.0
brunei,BRN,1991,12.0,88.0
brunei,BRN,2001,7.0,93.0
brunei,BRN,2011,4.0,96.0
bulgaria,BGR,2001,2.0,98.0
bulgaria,BGR,2011,2.0,98.0
burkina faso,BFA,1991,86.0,14.0
burkina faso,BFA,1996,87.0,13.0
burkina faso,BFA,2003,78.0,22.0
burkina faso,BFA,2005,76.0,24.0
burkina faso,BFA,2006,78.0,22.0
burkina faso,BFA,2007,72.0,28.0
burkina faso,BFA,2014,65.0,35.0
burkina faso,BFA,2018,61.0,39.0
burkina faso,BFA,2019,70.0,30.0
burkina faso,BFA,2021,63.03262,36.96738
burkina faso,BFA,2022,59.07639,40.92361
burundi,BDI,1990,63.0,37.0
burundi,BDI,2000,41.0,59.0
burundi,BDI,2008,52.0,48.0
burundi,BDI,2014,38.0,62.0
burundi,BDI,2016,34.312263,65.68774
burundi,BDI,2017,32.0,68.0
cambodia,KHM,1998,33.0,67.0
cambodia,KHM,2004,26.0,74.0
cambodia,KHM,2008,23.0,77.0
cambodia,KHM,2009,24.0,76.0
cambodia,KHM,2014,22.0,78.0
cambodia,KHM,2015,19.0,81.0
cambodia,KHM,2021,28.072746,71.92725
cameroon,CMR,2000,32.0,68.0
cameroon,CMR,2007,29.0,71.0
cameroon,CMR,2010,29.0,71.0
cameroon,CMR,2018,27.452873,72.54713
cape verde,CPV,1990,37.0,63.0
cape verde,CPV,2012,15.0,85.0
cape verde,CPV,2015,13.0,87.0
cayman islands,CYM,2007,1.0,99.0
central african republic,CAF,2000,49.0,51.0
central african republic,CAF,2019,57.55721,42.44279
central and southern asia (sdg),Unknown,1990,51.67884,48.32116
central and southern asia (sdg),Unknown,1991,50.94008,49.05992
central and southern asia (sdg),Unknown,1992,49.97537,50.02463
central and southern asia (sdg),Unknown,1993,49.03544,50.96456
central and southern asia (sdg),Unknown,1994,48.34252,51.65748
central and southern asia (sdg),Unknown,1995,47.51132,52.48868
central and southern asia (sdg),Unknown,1996,46.72254,53.27746
central and southern asia (sdg),Unknown,1997,45.93668,54.06332
central and southern asia (sdg),Unknown,1998,41.46195,58.53805
central and southern asia (sdg),Unknown,1999,40.68157,59.31843
central and southern asia (sdg),Unknown,2000,39.91697,60.08303
central and southern asia (sdg),Unknown,2001,39.15662,60.84338
central and southern asia (sdg),Unknown,2002,38.37295,61.62705
central and southern asia (sdg),Unknown,2003,37.48693,62.51307
central and southern asia (sdg),Unknown,2004,36.71899,63.28101
central and southern asia (sdg),Unknown,2005,36.85484,63.14516
central and southern asia (sdg),Unknown,2006,36.71201,63.28799
central and southern asia (sdg),Unknown,2007,35.90345,64.09655
central and southern asia (sdg),Unknown,2008,34.842873,65.15713
central and southern asia (sdg),Unknown,2009,34.017853,65.98215
central and southern asia (sdg),Unknown,2010,31.647186,68.35281
central and southern asia (sdg),Unknown,2011,31.269592,68.73041
central and southern asia (sdg),Unknown,2012,31.218872,68.78113
central and southern asia (sdg),Unknown,2013,30.27993,69.72007
central and southern asia (sdg),Unknown,2014,29.598183,70.40182
central and southern asia (sdg),Unknown,2015,28.368553,71.63145
central and southern asia (sdg),Unknown,2016,27.148666,72.85133
central and southern asia (sdg),Unknown,2017,26.62413,73.37587
central and southern asia (sdg),Unknown,2018,26.134789,73.86521
central and southern asia (sdg),Unknown,2019,26.335068,73.66493
central and southern asia (sdg),Unknown,2020,25.667587,74.33241
central and southern asia (sdg),Unknown,2021,24.928017,75.07198
central and southern asia (sdg),Unknown,2022,24.187248,75.81275
central and southern asia (sdg),Unknown,2023,23.485687,76.51431
chad,TCD,1993,89.0,11.0
chad,TCD,2000,74.0,26.0
chad,TCD,2004,72.0,28.0
chad,TCD,2016,78.0,22.0
chad,TCD,2019,69.37208,30.62792
chile,CHL,1992,6.0,94.0
chile,CHL,2002,4.0,96.0
chile,CHL,2011,3.0,97.0
chile,CHL,2013,4.0,96.0
chile,CHL,2015,3.0,97.0
chile,CHL,2017,4.0,96.0
china,CHN,1990,22.0,78.0
china,CHN,2000,9.0,91.0
china,CHN,2010,5.0,95.0
china,CHN,2020,3.0,97.0
colombia,COL,1993,9.0,91.0
colombia,COL,1996,9.0,91.0
colombia,COL,2004,7.0,93.0
colombia,COL,2005,7.0,93.0
colombia,COL,2006,8.0,92.0
colombia,COL,2007,7.0,93.0
colombia,COL,2008,7.0,93.0
colombia,COL,2009,7.0,93.0
colombia,COL,2010,7.0,93.0
colombia,COL,2011,6.0,94.0
colombia,COL,2014,6.0,94.0
colombia,COL,2015,6.0,94.0
colombia,COL,2016,5.0,95.0
colombia,COL,2018,5.0,95.0
colombia,COL,2019,5.0,95.0
colombia,COL,2020,4.0,96.0
comoros,COM,2000,32.0,68.0
congo,COG,2005,24.0,76.0
costa rica,CRI,2000,5.0,95.0
costa rica,CRI,2011,3.0,97.0
cote d'ivoire,CIV,1998,64.0,36.0
cote d'ivoire,CIV,2000,51.0,49.0
cote d'ivoire,CIV,2014,56.0,44.0
cote d'ivoire,CIV,2016,49.96032,50.03968
cote d'ivoire,CIV,2021,49.99936,50.00064
croatia,HRV,1991,3.0,97.0
croatia,HRV,2001,2.0,98.0
cuba,CUB,2002,0.0,100.0
cuba,CUB,2012,0.0,100.0
cuba,CUB,2019,2.3450928,97.65491
cyprus,CYP,1992,6.0,94.0
cyprus,CYP,2001,3.0,97.0
cyprus,CYP,2011,1.0,99.0
democratic republic of congo,COD,2001,33.0,67.0
democratic republic of congo,COD,2012,25.0,75.0
democratic republic of congo,COD,2016,23.0,77.0
democratic republic of congo,COD,2018,26.446968,73.55303
dominican republic,DOM,2002,13.0,87.0
dominican republic,DOM,2007,12.0,88.0
dominican republic,DOM,2010,10.0,90.0
dominican republic,DOM,2011,10.0,90.0
dominican republic,DOM,2012,10.0,90.0
dominican republic,DOM,2013,9.0,91.0
dominican republic,DOM,2014,8.0,92.0
dominican republic,DOM,2015,8.0,92.0
dominican republic,DOM,2016,6.0,94.0
east asia and pacific (wb),Unknown,1990,18.829239,81.17076
east asia and pacific (wb),Unknown,1991,18.288834,81.71117
east asia and pacific (wb),Unknown,1992,17.776428,82.22357
east asia and pacific (wb),Unknown,1993,17.310158,82.68984
east asia and pacific (wb),Unknown,1994,16.75531,83.24469
east asia and pacific (wb),Unknown,1995,16.195702,83.8043
east asia and pacific (wb),Unknown,1996,15.709953,84.29005
east asia and pacific (wb),Unknown,1997,10.722511,89.27749
east asia and pacific (wb),Unknown,1998,10.357094,89.64291
east asia and pacific (wb),Unknown,1999,10.039719,89.96028
east asia and pacific (wb),Unknown,2000,9.678146,90.32185
east asia and pacific (wb),Unknown,2001,9.364357,90.63564
east asia and pacific (wb),Unknown,2002,9.010178,90.98982
east asia and pacific (wb),Unknown,2003,8.638557,91.36144
east asia and pacific (wb),Unknown,2004,8.305519,91.69448
east asia and pacific (wb),Unknown,2005,7.9703903,92.02961
east asia and pacific (wb),Unknown,2006,7.6208115,92.37919
east asia and pacific (wb),Unknown,2007,6.487503,93.5125
east asia and pacific (wb),Unknown,2008,6.1838226,93.81618
east asia and pacific (wb),Unknown,2009,5.914818,94.08518
east asia and pacific (wb),Unknown,2010,5.7998276,94.20017
east asia and pacific (wb),Unknown,2011,6.135399,93.8646
east asia and pacific (wb),Unknown,2012,5.9049835,94.09502
east asia and pacific (wb),Unknown,2013,5.793068,94.20693
east asia and pacific (wb),Unknown,2014,5.2887573,94.71124
east asia and pacific (wb),Unknown,2015,5.0720825,94.92792
east asia and pacific (wb),Unknown,2016,4.868042,95.13196
east asia and pacific (wb),Unknown,2017,4.6769485,95.32305
east asia and pacific (wb),Unknown,2018,4.6305695,95.36943
east asia and pacific (wb),Unknown,2019,4.193123,95.80688
east asia and pacific (wb),Unknown,2020,3.9712982,96.0287
east asia and pacific (wb),Unknown,2021,3.8350677,96.16493
east asia and pacific (wb),Unknown,2022,3.6990738,96.30093
east asia and pacific (wb),Unknown,2023,3.5695114,96.43049
east timor,TLS,2001,62.0,38.0
east timor,TLS,2007,49.0,51.0
east timor,TLS,2010,42.0,58.0
east timor,TLS,2016,34.22087,65.77913
eastern and south-eastern asia (sdg),Unknown,1990,18.81636,81.18364
eastern and south-eastern asia (sdg),Unknown,1991,18.269188,81.73081
eastern and south-eastern asia (sdg),Unknown,1992,17.750427,82.24957
eastern and south-eastern asia (sdg),Unknown,1993,17.278267,82.72173
eastern and south-eastern asia (sdg),Unknown,1994,16.71614,83.28386
eastern and south-eastern asia (sdg),Unknown,1995,16.149208,83.85079
eastern and south-eastern asia (sdg),Unknown,1996,15.659859,84.34014
eastern and south-eastern asia (sdg),Unknown,1997,10.600128,89.39987
eastern and south-eastern asia (sdg),Unknown,1998,10.2328415,89.76716
eastern and south-eastern asia (sdg),Unknown,1999,9.9135895,90.08641
eastern and south-eastern asia (sdg),Unknown,2000,9.54808,90.45192
eastern and south-eastern asia (sdg),Unknown,2001,9.231987,90.76801
eastern and south-eastern asia (sdg),Unknown,2002,8.875252,91.12475
eastern and south-eastern asia (sdg),Unknown,2003,8.500458,91.49954
eastern and south-eastern asia (sdg),Unknown,2004,8.165031,91.83497
eastern and south-eastern asia (sdg),Unknown,2005,7.826912,92.17309
eastern and south-eastern asia (sdg),Unknown,2006,7.474037,92.52596
eastern and south-eastern asia (sdg),Unknown,2007,6.324478,93.67552
eastern and south-eastern asia (sdg),Unknown,2008,6.017021,93.98298
eastern and south-eastern asia (sdg),Unknown,2009,5.744461,94.25554
eastern and south-eastern asia (sdg),Unknown,2010,5.629059,94.37094
eastern and south-eastern asia (sdg),Unknown,2011,5.969116,94.03088
eastern and south-eastern asia (sdg),Unknown,2012,5.7337875,94.26621
eastern and south-eastern asia (sdg),Unknown,2013,5.618782,94.38122
eastern and south-eastern asia (sdg),Unknown,2014,5.101639,94.89836
eastern and south-eastern asia (sdg),Unknown,2015,4.876549,95.12345
eastern and south-eastern asia (sdg),Unknown,2016,4.667053,95.33295
eastern and south-eastern asia (sdg),Unknown,2017,4.4703674,95.52963
eastern and south-eastern asia (sdg),Unknown,2018,4.4209137,95.57909
eastern and south-eastern asia (sdg),Unknown,2019,3.9734497,96.02655
eastern and south-eastern asia (sdg),Unknown,2020,3.7453766,96.25462
eastern and south-eastern asia (sdg),Unknown,2021,3.6060562,96.39394
eastern and south-eastern asia (sdg),Unknown,2022,3.4645462,96.53545
eastern and south-eastern asia (sdg),Unknown,2023,3.3294983,96.6705
ecuador,ECU,1990,12.0,88.0
ecuador,ECU,2001,9.0,91.0
ecuador,ECU,2007,8.0,92.0
ecuador,ECU,2008,8.0,92.0
ecuador,ECU,2009,8.0,92.0
ecuador,ECU,2010,8.0,92.0
ecuador,ECU,2011,8.0,92.0
ecuador,ECU,2012,8.0,92.0
ecuador,ECU,2013,7.0,93.0
ecuador,ECU,2014,6.0,94.0
ecuador,ECU,2015,6.0,94.0
ecuador,ECU,2016,6.0,94.0
ecuador,ECU,2017,7.0,93.0
ecuador,ECU,2020,6.0,94.0
ecuador,ECU,2021,6.0,94.0
ecuador,ECU,2022,6.0,94.0
egypt,EGY,1996,44.0,56.0
egypt,EGY,2005,33.0,67.0
egypt,EGY,2006,34.0,66.0
egypt,EGY,2010,28.0,72.0
egypt,EGY,2012,26.0,74.0
egypt,EGY,2013,28.0,72.0
egypt,EGY,2017,29.0,71.0
el salvador,SLV,1992,26.0,74.0
el salvador,SLV,2006,16.0,84.0
el salvador,SLV,2007,18.0,82.0
el salvador,SLV,2008,16.0,84.0
el salvador,SLV,2009,16.0,84.0
el salvador,SLV,2010,16.0,84.0
el salvador,SLV,2011,15.0,85.0
el salvador,SLV,2013,13.0,87.0
el salvador,SLV,2015,12.0,88.0
el salvador,SLV,2016,12.0,88.0
el salvador,SLV,2017,12.0,88.0
el salvador,SLV,2018,11.0,89.0
el salvador,SLV,2019,11.0,89.0
el salvador,SLV,2020,10.0,90.0
el salvador,SLV,2023,10.0,90.0
equatorial guinea,GNQ,2000,12.0,88.0
eritrea,ERI,2002,47.0,53.0
eritrea,ERI,2008,35.0,65.0
estonia,EST,2000,0.0,100.0
estonia,EST,2011,0.0,100.0
eswatini,SWZ,2000,18.0,82.0
eswatini,SWZ,2022,9.252983,90.74702
ethiopia,ETH,1994,73.0,27.0
ethiopia,ETH,2004,64.0,36.0
ethiopia,ETH,2007,61.0,39.0
ethiopia,ETH,2016,52.50841,47.49159
europe and central asia (wb),Unknown,1994,4.061943,95.93806
europe and central asia (wb),Unknown,1995,3.9324188,96.06758
europe and central asia (wb),Unknown,1996,3.7786484,96.22135
europe and central asia (wb),Unknown,1997,3.6585999,96.3414
europe and central asia (wb),Unknown,1998,3.5137634,96.48624
europe and central asia (wb),Unknown,1999,3.407547,96.59245
europe and central asia (wb),Unknown,2000,3.3474808,96.65252
europe and central asia (wb),Unknown,2001,3.2472,96.7528
europe and central asia (wb),Unknown,2002,3.0888367,96.91116
europe and central asia (wb),Unknown,2003,2.9948273,97.00517
europe and central asia (wb),Unknown,2004,2.9087677,97.09123
europe and central asia (wb),Unknown,2005,2.789833,97.21017
europe and central asia (wb),Unknown,2006,2.7298431,97.27016
europe and central asia (wb),Unknown,2007,2.6482162,97.35178
europe and central asia (wb),Unknown,2008,2.5267563,97.47324
europe and central asia (wb),Unknown,2009,2.2692337,97.73077
europe and central asia (wb),Unknown,2010,2.1053467,97.89465
europe and central asia (wb),Unknown,2011,1.9648438,98.03516
europe and central asia (wb),Unknown,2012,1.8673401,98.13266
europe and central asia (wb),Unknown,2013,1.803772,98.19623
europe and central asia (wb),Unknown,2014,1.7612915,98.23871
europe and central asia (wb),Unknown,2015,1.7181473,98.28185
europe and central asia (wb),Unknown,2016,1.661087,98.33891
europe and central asia (wb),Unknown,2017,1.5820236,98.41798
europe and central asia (wb),Unknown,2018,1.4982071,98.50179
europe and central asia (wb),Unknown,2019,1.4359894,98.56401
europe and central asia (wb),Unknown,2020,1.3961716,98.60383
europe and central asia (wb),Unknown,2021,1.3537216,98.64628
europe and central asia (wb),Unknown,2022,1.3355789,98.66442
europe and central asia (wb),Unknown,2023,1.3112869,98.68871
europe and northern america (sdg),Unknown,2003,2.1022034,97.8978
europe and northern america (sdg),Unknown,2004,2.043869,97.95613
europe and northern america (sdg),Unknown,2005,1.9907532,98.00925
